issuer_identifier;issuer_name;Sector
96276294;NAS Enhanced Pass Through Certificates, Series 2016-1;Financial Services
96276310;Coty B.V.;Consumer Goods & Retail
96277168;LKQ Italia Bondco, S.p.A.;Financial Services
96278259;Altera Corp.;Technology & Software
96278494;Owens & Minor Distribution, Inc.;Healthcare & Pharmaceuticals
96278497;Owens & Minor Medical, Inc.;Healthcare & Pharmaceuticals
96278782;Enel Chile S.A.;Energy & Resources
96279357;Kangde Xin Composite Material Group Co., Ltd.;Industrial & Manufacturing
96280374;State Grid Overseas Investment (BVI) Limited;Financial Services
96281048;Dalrymple Bay Finance Pty Ltd;Financial Services
96281411;Glenmark Pharmaceuticals Ltd;Healthcare & Pharmaceuticals
96282592;Infor (US), Inc.;Technology & Software
96282595;Infor Software Parent, LLC;Technology & Software
96282865;Global Payments, Inc.;Financial Services
96283422;VICI Properties 2 L.P.;Real Estate & Property
96283606;R.J. Reynolds Tobacco Company;Consumer Goods & Retail
96283614;ITT Inc.;Industrial & Manufacturing
96285338;VEON Holdings B.V.;Telecommunications & Media
96285811;Gansu Province Electric Power Investment Group Co., Ltd.;Energy & Resources
96285919;DP World Crescent Limited;Transportation & Logistics
96286062;Bright Food Singapore Holdings Pte. Ltd.;Consumer Goods & Retail
96286656;MKS Inc.;Technology & Software
96286670;Mallinckrodt CB LLC;Healthcare & Pharmaceuticals
96286673;Mallinckrodt International Finance SA;Financial Services
96286792;CSC Computer Sciences UK Holdings Limited;Technology & Software
96287180;Golden Legacy Pte Ltd;Consumer Goods & Retail
96287559;TriNet Group, Inc.;Professional Services & Consulting
96287746;BCR - BRISA Concessao Rodoviaria, S.A.;Transportation & Logistics
96287750;Titan Europe 2007-1 (NHP) Limited;Financial Services
96287751;Heathrow Finance plc;Transportation & Logistics
96287753;Brussels Airport Company S.A./N.V.;Transportation & Logistics
96287754;Solar Star Funding, LLC;Financial Services
96287757;Concesionaria Mexiquense, S.A. de C.V.;Transportation & Logistics
96287783;Andromeda Finance S.r.l.;Financial Services
96287812;Bazalgette Tunnel Limited;Transportation & Logistics
96287814;Fideicomiso P.A. Costera;Financial Services
96287815;Greene King Finance Plc;Financial Services
96287820;Manchester Airport Group Funding PLC;Transportation & Logistics
96287821;SBM Deep Panuke S.A.;Energy & Resources
96287837;Epic (Barchester) plc;Healthcare & Pharmaceuticals
96287853;Genesis Solar, LLC;Energy & Resources
96287863;ABP Finance Plc;Financial Services
96287881;Unique Pub Finance Company Plc;Financial Services
96287887;Planta de Reserva Fria de Generacion de Eten S.A.;Energy & Resources
96287892;Autostrada Brescia Verona Vicenza Padova SpA;Transportation & Logistics
96287893;JSC First Container Terminal ;Transportation & Logistics
96287895;Topaz Solar Farms LLC;Energy & Resources
96287908;Lima Airport Partners S.R.L.(LAP);Transportation & Logistics
96287915;CTRL Section 1 Finance plc;Financial Services
96287928;Shepherds Flat Wind, LLC;Energy & Resources
96287936;Theatre (Hospitals) No.2 Plc;Transportation & Logistics
96287937;Channel Link Enterprises Finance Plc;Financial Services
96287944;Grupo Aeroportuario de la Ciudad de Mexico, S.A. de C.V.;Transportation & Logistics
96287951;Sabine Pass Liquefaction, LLC;Energy & Resources
96287965;Choctaw Generation Limited Partnership, LLLP;Energy & Resources
96287966;AquaSure Finance Pty Ltd;Financial Services
96287967;Inter Media and Communication S.p.A.;Telecommunications & Media
96287969;Punch Taverns Finance B Limited;Financial Services
96287970;Energia Eolica, S.A.;Energy & Resources
96287971;CPUK Finance Limited;Financial Services
96287983;Titan Europe 2006-4 FS Plc;Financial Services
96287987;High Speed Rail Finance (1) PLC;Financial Services
96288018;Punch Taverns Finance Plc;Financial Services
96288022;Cameron LNG, LLC;Energy & Resources
96288025;Tube Lines (Finance) PLC;Financial Services
96288028;WindMW GmbH;Energy & Resources
96288029;Terra-Gen Finance Company, LLC;Energy & Resources
96288030;Milano Serravalle Milano Tangenziali S.p.A.;Transportation & Logistics
96288036;Gatwick Funding Limited;Financial Services
96288040;Transmission Services Holdings LLC;Energy & Resources
96288049;ENA Sur Trust;Financial Services
96288050;Spirit Issuer plc;Financial Services
96288057;Bakethin Finance Plc;Financial Services
96288065;Alta Wind 2010 Pass-Through Trust;Energy & Resources
96288084;Continental Wind, LLC;Energy & Resources
96288086;ENA Este, S.A.;Energy & Resources
96288110;UK Care No.1 Limited;Healthcare & Pharmaceuticals
96288112;Marston's Issuer PLC;Financial Services
96288134;Midland Cogeneration Venture Limited Partnership;Energy & Resources
96288138;Arqiva PP Financing plc;Financial Services
96288140;ENA Norte Trust;Financial Services
96288144;Arsenal Securities plc;Financial Services
96288146;CE Oaxaca Dos, S. de R.L. de C.V. (Oaxaca II);Financial Services
96288168;Aeropuerto Internacional de Tocumen SA;Transportation & Logistics
96288171;Red de Carreteras de Occidente, S.A.P.I. de C.V.;Transportation & Logistics
96288172;RoadChef Finance Ltd.;Transportation & Logistics
96288174;Wellington Pub Company Plc;Consumer Goods & Retail
96288175;North Queensland Export Terminal Pty Ltd;Transportation & Logistics
96288178;ACI Airport SudAmerica, S.A.;Transportation & Logistics
96288207;Terminales Portuarios Euroandinos Paita;Transportation & Logistics
96288222;FLNG Liquefaction 2, LLC;Energy & Resources
96288230;Prumo Participacoes e Investimentos S/A;Real Estate & Property
96288238;Fideicomiso P.A. Pacifico Tres;Real Estate & Property
96288241;Mitchells & Butlers Finance Plc;Financial Services
96288243;Mersin Uluslararasi Liman Isletmeciligi A.S.;Transportation & Logistics
96288244;Watercraft Capital S.A.;Transportation & Logistics
96288245;DME Airport Designated Activity Company;Transportation & Logistics
96288246;Atlantica Transmision Sur S.A.;Energy & Resources
96288247;Esentia Gas Enterprises, S. de R.L. de C.V.;Energy & Resources
96288248;Dignity Finance Plc;Financial Services
96288249;Global Liman Isletmeleri A.S;Transportation & Logistics
96288256;Arqiva Financing plc;Telecommunications & Media
96288281;Arqiva Broadcast Finance Plc;Telecommunications & Media
96288283;Theatre (Hospitals) No. 1 Plc;Healthcare & Pharmaceuticals
96288286;CE Oaxaca Cuatro, S. de R.L. de C.V. (Oaxaca IV);Energy & Resources
96291929;Delhi International Airport Limited;Transportation & Logistics
96291946;GMR Hyderabad International Airport Limited;Transportation & Logistics
96291983;Mumbai International Airport Limited;Transportation & Logistics
96330690;Midea Investment Development Company Limited;Real Estate & Property
96330750;HT Global IT Solutions Holdings Limited;Technology & Software
96330937;Bazalgette Finance plc;Financial Services
96332346;Abigrove Limited;Professional Services & Consulting
96333071;CSCEC Finance (Cayman) II Limited;Financial Services
96333094;Silknet JSC;Telecommunications & Media
96333681;United Airlines Pass Through Trust Series 2016-1;Financial Services
96334251;GlaxoSmithKline Capital Inc.;Healthcare & Pharmaceuticals
96337406;Cimarex Energy Co.;Energy & Resources
96337596;Joint Stock Company Pavlodarenergo;Energy & Resources
96340931;CRH America Finance, Inc.;Financial Services
96341192;Dairy Farmers of America, Inc.;Consumer Goods & Retail
96348301;IHS Markit Ltd.;Technology & Software
96348571;Suzano Austria GmbH;Consumer Goods & Retail
96349353;Nvidia Corporation;Technology & Software
96349556;Italgas S.p.A.;Energy & Resources
96350144;Holcim US Finance S.a r.l. & Cie S.C.S;Financial Services
96351969;Public Joint Stock Company Territorial Generating Company No. 1;Energy & Resources
96352575;PBF Logistics LP;Transportation & Logistics
96352635;Shougang Group Co., Ltd.;Industrial & Manufacturing
96353542;China Railway XunJie Co. Limited;Industrial & Manufacturing
96353663;Generacion Frias S.A.;Energy & Resources
96353671;Central Termica Roca S.A.;Energy & Resources
96355007;TC Energy Corporation;Energy & Resources
96355011;TransCanada PipeLines Limited;Energy & Resources
96355149;FCC Aqualia, S.A.;Industrial & Manufacturing
96356391;Teva Pharmaceutical Finance Netherlands III B.V.;Healthcare & Pharmaceuticals
96356508;California Resources Corporation;Energy & Resources
96356512;Emeria SASU;Real Estate & Property
96356637;PT Wijaya Karya (Persero) Tbk;Industrial & Manufacturing
96357314;PBF Holding Company LLC;Financial Services
96357359;Teva Pharmaceutical Finance Netherlands IV B.V.;Healthcare & Pharmaceuticals
96357571;WH Group Limited;Consumer Goods & Retail
96357685;FNAC Darty SA;Consumer Goods & Retail
96357756;Greenko Investment Company;Energy & Resources
96359202;Brunswick Corporation;Industrial & Manufacturing
96359272;Tyco International Holding S.a.r.l.;Industrial & Manufacturing
96359971;PJSC VimpelCom;Telecommunications & Media
96360217;Yestar Healthcare Holdings Company Limited;Healthcare & Pharmaceuticals
96360538;Ronshine China Holdings Limited;Real Estate & Property
96361574;British Transco International Finance BV;Financial Services
96361990;Dow Corning Corporation;Energy & Resources
96362462;UltraTech Cement Limited;Industrial & Manufacturing
96363619;Comstock Resources Inc.;Energy & Resources
96363875;Banco Invex, S.A. Fideicomiso F/2157 (Fibra MTY);Financial Services
96364397;UPL Corporation Limited;Healthcare & Pharmaceuticals
96364400;Jubilant Pharma Limited;Healthcare & Pharmaceuticals
96364567;Atkore Inc.;Industrial & Manufacturing
96365938;Eaton Capital Unlimited Company;Financial Services
96365982;Atkore International, Inc.;Industrial & Manufacturing
96367202;Taseko Mines Limited;Energy & Resources
96367264;Resolute Energy Corporation;Energy & Resources
96367391;Plains All American Pipeline L.P.;Energy & Resources
96367409;Unitymedia Hessen GmbH & Co. KG;Telecommunications & Media
96367461;Ziggo Bond Company B.V.;Telecommunications & Media
96367464;Ziggo B.V.;Telecommunications & Media
96367488;IHS Netherlands Holdco BV;Financial Services
96367734;Sunrise Holdco III B.V.;Financial Services
96367936;Cadent Finance Plc;Industrial & Manufacturing
96368148;United Airlines Pass Through Trust Series 2016-2;Unassigned
96368330;Shandong Yuhuang Chemical Co., Ltd.;Unassigned
96368539;TRU Taj LLC;Professional Services & Consulting
96368589;EMC Corp.;Technology & Software
96368853;Tecnoglass Inc.;Industrial & Manufacturing
96369048;Virgin Media Receivables Financing Notes I Designated Activity Company;Telecommunications & Media
96369202;Simpar Europe;Real Estate & Property
96369581;BRF GmbH;Consumer Goods & Retail
96371134;Project Alpha Intermediate Holding, Inc.;Financial Services
96371203;MI OpCo Holdings, Inc.;Financial Services
96371331;SELP Finance SARL;Financial Services
96372307;Woodside Finance Ltd.;Energy & Resources
96373180;Yida China Holdings Limited;Real Estate & Property
96373539;DEA Finance SA;Financial Services
96373691;St. Marys Cement Inc.;Industrial & Manufacturing
96373756;Beijing Capital Development Holding (Group) Co., Ltd.;Real Estate & Property
96373893;Sunrise Financing Partnership;Financial Services
96373900;UPCB Finance IV Limited;Financial Services
96373906;UPCB Finance VI Limited;Financial Services
96374966;AEP Transmission Company, LLC;Energy & Resources
96375202;CK Hutchison Finance (16) (II) Limited;Financial Services
96375205;CK Hutchison International (16) Limited;Financial Services
96375317;VTR Finance N.V.;Financial Services
96375326;CK Property Finance (MTN) Limited;Financial Services
96375389;Mobilux Finance S.A.S.;Financial Services
96376142;KWG Group Holdings Limited;Real Estate & Property
96377109;ACCO Brands Australia Holding Pty Limited;Consumer Goods & Retail
96377206;LATAM Finance Limited;Financial Services
96378467;innogy SE;Energy & Resources
96379409;Stoneway Capital Corp.;Financial Services
96379853;China Grand Automotive Services Group Co., Ltd.;Transportation & Logistics
96379983;Transocean Phoenix 2 Limited;Energy & Resources
96380298;ALROSA Finance S.A.;Financial Services
96380421;Trinidad Generation Unlimited;Energy & Resources
96380576;Allegiant Travel Company;Transportation & Logistics
96381166;Crystal Almond S.a.r.l.;Consumer Goods & Retail
96381798;eDreams ODIGEO S.A.;Telecommunications & Media
96381820;Mondelez International Holdings Netherlands B.V.;Consumer Goods & Retail
96382018;Rusal Capital D.A.C.;Energy & Resources
96382188;Bright Galaxy International Limited;Financial Services
96382243;Jain International Trading B.V.;Technology & Software
96382264;Infoblox Inc.;Technology & Software
96383809;Nucor Corporation;Industrial & Manufacturing
96384137;RealD Inc.;Technology & Software
96384356;Polskie Gornictwo Naftowe i Gazownictwo SA (PGNiG);Energy & Resources
96384841;Unity 1 Sukuk Limited;Financial Services
96384928;Ladbrokes Group Finance plc;Financial Services
96385167;John Deere Cash Management;Financial Services
96385172;John Deere Canada ULC;Financial Services
96385719;Grupo Kaltex SA de CV;Consumer Goods & Retail
96386954;Energuate Trust;Energy & Resources
96387110;Olin Corporation;Industrial & Manufacturing
96388799;Genting Overseas Holdings Limited;Financial Services
96388847;Cadent Gas Limited;Energy & Resources
96393572;CBC AMMO LLC;Industrial & Manufacturing
96396580;Columbus International Inc.;Telecommunications & Media
96396583;Sable International Finance Limited;Financial Services
96396593;Baoxin Auto Finance I Limited;Financial Services
96396599;CNRC Capital Limited;Financial Services
96407131; Telent  BVBA;Professional Services & Consulting
96407192;Medical Depot Holdings, Inc.;Healthcare & Pharmaceuticals
96407440;BPRL International Singapore Pte. Ltd.;Energy & Resources
96407564;NuStar Energy L.P.;Energy & Resources
96407625;CETIN Finance B.V.;Financial Services
96407692;AES Argentina Generacion S.A.;Energy & Resources
96408295;Top Wise Excellent Enterprise Co., Ltd.;Consumer Goods & Retail
